Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	MECOM
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	DPYSL3
interleukin-1 receptor binding (GO:0005149)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	TRIP6
ionotropic glutamate receptor binding (GO:0035255)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	SHANK3
leucine zipper domain binding (GO:0043522)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	PAWR
MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	DUSP16
MHC class II receptor activity (GO:0032395)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	HLA-DRB1
monocarboxylate:sodium symporter activity (GO:0140161)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	SLC10A5
O-methyltransferase activity (GO:0008171)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	HENMT1
P-type proton-exporting transporter activity (GO:0008553)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	ATP2C1
protein tyrosine/threonine phosphatase activity (GO:0008330)	1/10	0.31165819341163287	0.757269964955646	0	0	2.9231936854887675	3.408000171445728	DUSP16
hydro-lyase activity (GO:0016836)	3/55	0.32762672165358714	0.757269964955646	0	0	1.518572181243414	1.6945448759373138	HACD1;ENO2;CA13
potassium ion transmembrane transporter activity (GO:0015079)	2/32	0.32870522702091975	0.757269964955646	0	0	1.7544003647970816	1.951935137603628	PKD2;TMEM38B
phosphatase activity (GO:0016791)	4/79	0.3288036916184821	0.757269964955646	0	0	1.4040786465477824	1.5617487993052281	EPHX2;DUSP18;LPIN1;DUSP16
ABC-type xenobiotic transporter activity (GO:0008559)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	ABCB1
acetylcholine-gated cation-selective channel activity (GO:0022848)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	CHRNA5
alditol:NADP+ 1-oxidoreductase activity (GO:0004032)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	AKR1C1
thioesterase binding (GO:0031996)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	TRAF5
carbonate dehydratase activity (GO:0004089)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	CA13
cGMP binding (GO:0030553)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	RAPGEF2
chloride ion binding (GO:0031404)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	NPR3
DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	HMCES
inositol 1,4,5 trisphosphate binding (GO:0070679)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	TRPC1
intracellular ligand-gated ion channel activity (GO:0005217)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	RYR3
outward rectifier potassium channel activity (GO:0015271)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	PKD2
potassium:proton antiporter activity (GO:0015386)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	SLC9A7
protein-arginine N-methyltransferase activity (GO:0016274)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	PRMT2
purine ribonucleotide transmembrane transporter activity (GO:0005346)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	SLC35B3
retinoid X receptor binding (GO:0046965)	1/11	0.33689850143854155	0.757269964955646	0	0	2.6307377049180327	2.862173110098555	NRIP1
serotonin receptor activity (GO:0099589)	2/33	0.34222583533082684	0.757269964955646	0	0	1.6977185472838798	1.8204371522482523	CHRM3;HTR1F
exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	2/33	0.34222583533082684	0.757269964955646	0	0	1.6977185472838798	1.8204371522482523	EXD2;REXO2
G protein-coupled serotonin receptor activity (GO:0004993)	2/33	0.34222583533082684	0.757269964955646	0	0	1.6977185472838798	1.8204371522482523	CHRM3;HTR1F
kinase inhibitor activity (GO:0019210)	2/33	0.34222583533082684	0.757269964955646	0	0	1.6977185472838798	1.8204371522482523	RHOH;LRP6
GTPase activator activity (GO:0005096)	14/336	0.34995939367033163	0.757269964955646	0	0	1.1456128681139264	1.2028226545779117	ARHGEF17;TBC1D3I;RCC1L;PREX2;SYDE2;ARHGAP22;FGD5;ALS2;ALDH1A1;RAPGEF2;GNB5;SERGEF;DOCK1;RAPGEF3
3'-5'-exoribonuclease activity (GO:0000175)	2/34	0.3556584991663665	0.757269964955646	0	0	1.6445793433652531	1.7001402732562327	EXD2;REXO2
RNA stem-loop binding (GO:0035613)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	MYH10
adenine nucleotide transmembrane transporter activity (GO:0000295)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	SLC35B3
sodium:proton antiporter activity (GO:0015385)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	SLC9A7
aspartic-type peptidase activity (GO:0070001)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	REN
tumor necrosis factor receptor binding (GO:0005164)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	TRAF5
cAMP binding (GO:0030552)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	RAPGEF2
carbohydrate:cation symporter activity (GO:0005402)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	SLC2A10
cytidine deaminase activity (GO:0004126)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	CDADC1
dynactin binding (GO:0034452)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	PAFAH1B1
MAP kinase phosphatase activity (GO:0033549)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	DUSP16
mechanosensitive ion channel activity (GO:0008381)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	TMEM63A
neurexin family protein binding (GO:0042043)	1/12	0.3612145056437975	0.757269964955646	0	0	2.3914555389965226	2.435179234838511	SYTL4
estrogen receptor binding (GO:0030331)	2/35	0.3689915105160496	0.757269964955646	0	0	1.5946606972598765	1.589847440287895	PRMT2;NRIP1
phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	2/35	0.3689915105160496	0.757269964955646	0	0	1.5946606972598765	1.589847440287895	OBSCN;PARD3
ion channel activity (GO:0005216)	4/84	0.3706967973573779	0.757269964955646	0	0	1.3159807956104252	1.305940925858701	TMEM63A;CHRNA5;TRPC1;PKD2
NADP binding (GO:0050661)	2/36	0.38221413525003994	0.757269964955646	0	0	1.547678442101875	1.4885172944850509	ME3;HMGCR
phosphoric diester hydrolase activity (GO:0008081)	2/36	0.38221413525003994	0.757269964955646	0	0	1.547678442101875	1.4885172944850509	PLCB4;MPPED2
1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	AGPAT4
aldehyde dehydrogenase (NAD+) activity (GO:0004029)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	ALDH1A1
titin binding (GO:0031432)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	OBSCN
tRNA (guanine) methyltransferase activity (GO:0016423)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	TARBP1
BMP receptor binding (GO:0070700)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	BMP6
cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	CASP10
GTPase inhibitor activity (GO:0005095)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	RHOH
insulin-like growth factor I binding (GO:0031994)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	IGF1R
intramolecular oxidoreductase activity, transposing C=C bonds (GO:0016863)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	EBP
monovalent cation:proton antiporter activity (GO:0005451)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	SLC9A7
P-type ion transporter activity (GO:0015662)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	ATP2C1
phosphatidate phosphatase activity (GO:0008195)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	LPIN1
protein kinase A catalytic subunit binding (GO:0034236)	1/13	0.3846400095347451	0.757269964955646	0	0	2.192053734061931	2.094392089723185	PKIA
GTP binding (GO:0005525)	8/189	0.3900834707312659	0.757269964955646	0	0	1.163558773099638	1.0953678704300487	RALA;ATL1;RAB13;RHOH;RAB38;GIMAP7;GNAI1;GBP4
voltage-gated calcium channel activity (GO:0005245)	2/37	0.39531655766201934	0.757269964955646	0	0	1.5033808872386163	1.3952403295447928	CACNB2;PKD2
hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	2/37	0.39531655766201934	0.757269964955646	0	0	1.5033808872386163	1.3952403295447928	ABHD10;PGGHG
GTPase activity (GO:0003924)	9/216	0.3954529367221495	0.757269964955646	0	0	1.1446072543838577	1.0618790433149536	RALA;ATL1;GNA12;RHOH;RAB38;GNB5;GIMAP7;GNAI1;GBP4
SH3 domain binding (GO:0017124)	3/62	0.39803830862994305	0.757269964955646	0	0	1.3379150220571163	1.2324967178284985	SGIP1;DPYSL3;SHANK3
syntaxin binding (GO:0019905)	3/62	0.39803830862994305	0.757269964955646	0	0	1.3379150220571163	1.2324967178284985	SYPL1;DAPK1;BAIAP3
calcium ion binding (GO:0005509)	14/348	0.39914981368374836	0.757269964955646	0	0	1.1037535499237963	1.0137076351795966	LTBP4;PKD2;CDH9;RYR3;CDH7;THBS3;BAIAP3;PLSCR4;IDS;RAPGEF2;MICU3;DSG2;TPT1;FBN1
5'-nucleotidase activity (GO:0008253)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	NT5C3B
sulfate transmembrane transporter activity (GO:0015116)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	SLC25A30
tRNA-specific ribonuclease activity (GO:0004549)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	ELAC2
gated channel activity (GO:0022836)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	TMEM63A
insulin-like growth factor receptor binding (GO:0005159)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	SOCS2
lipid phosphatase activity (GO:0042577)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	EPHX2
LRR domain binding (GO:0030275)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	PAWR
metal ion:proton antiporter activity (GO:0051139)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	SLC9A7
NADPH binding (GO:0070402)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	HMGCR
phosphatidylglycerol binding (GO:1901611)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	MME
phospholipase binding (GO:0043274)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	PAFAH1B1
protein kinase C activity (GO:0004697)	1/14	0.40720758196378515	0.757269964955646	0	0	2.023329129886507	1.8178240296824546	PRKCZ
PDZ domain binding (GO:0030165)	3/63	0.4079624768597801	0.757269964955646	0	0	1.3155479452054795	1.1794940783887489	FZD3;CRIM1;RAPGEF2
G protein-coupled amine receptor activity (GO:0008227)	2/39	0.42112581136840216	0.757269964955646	0	0	1.4219691647872224	1.2297525641155194	CHRM3;HTR1F
phosphatidylinositol-3-phosphate binding (GO:0032266)	2/39	0.42112581136840216	0.757269964955646	0	0	1.4219691647872224	1.2297525641155194	OBSCN;PARD3
aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	ALDH1A1
bicarbonate transmembrane transporter activity (GO:0015106)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	SLC4A8
cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	CASP10
hexose transmembrane transporter activity (GO:0015149)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	MFSD4B
insulin-like growth factor binding (GO:0005520)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	IGF1R
lysophosphatidic acid acyltransferase activity (GO:0042171)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	AGPAT4
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	1/15	0.4289486022763855	0.757269964955646	0	0	1.8787080405932866	1.590172631913292	AASS
sulfotransferase activity (GO:0008146)	2/40	0.43381714164998614	0.757269964955646	0	0	1.3844769241846064	1.1562212128464626	CHST12;SULT1C4
peptidase inhibitor activity (GO:0030414)	2/40	0.43381714164998614	0.757269964955646	0	0	1.3844769241846064	1.1562212128464626	SPINK2;SPINT2
histone deacetylase binding (GO:0042826)	4/93	0.44533843708513643	0.757269964955646	0	0	1.1823492239638724	0.9564268246746506	BEX4;TAL1;HES1;DACT1
adenyl ribonucleotide binding (GO:0032559)	12/306	0.44700220695423715	0.757269964955646	0	0	1.0740751224206742	0.8648364243632045	ABCA2;ABCB1;DAPK1;AKT3;MPPED2;RAPGEF2;HMGCR;BMPR1B;CDC42BPA;MYH10;PFKM;ABCG1
1-phosphatidylinositol-3-kinase regulator activity (GO:0046935)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	SOCS2
solute:proton symporter activity (GO:0015295)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	SLC2A10
ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	ATP6V0A2
transmembrane receptor protein phosphatase activity (GO:0019198)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	PTPRD
transmembrane receptor protein serine/threonine kinase binding (GO:0070696)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	BMP6
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	PTPRD
tRNA methyltransferase activity (GO:0008175)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	TARBP1
C4-dicarboxylate transmembrane transporter activity (GO:0015556)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	SLC25A30
voltage-gated ion channel activity (GO:0005244)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	PKD2
chloride transmembrane transporter activity (GO:0015108)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	SLC4A8
CoA hydrolase activity (GO:0016289)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	HIBCH
nucleotidase activity (GO:0008252)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	NT5C3B
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	AKR1C1
phosphatidylinositol-5-phosphate binding (GO:0010314)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	OBSCN
potassium ion antiporter activity (GO:0022821)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	SLC9A7
proton-transporting ATPase activity, rotational mechanism (GO:0046961)	1/16	0.44989330361571167	0.757269964955646	0	0	1.7533697632058287	1.400495028893099	ATP6V0A2
nuclear receptor binding (GO:0016922)	5/120	0.4500610542231325	0.757269964955646	0	0	1.1438127090301002	0.9131880737270198	PRMT2;TRIP6;NRIP1;CRY1;NCOA7
rRNA binding (GO:0019843)	2/42	0.45873994718880684	0.769247598517285	0	0	1.3151162790697675	1.0248330212391565	RPL23;RCC1L
ribosomal small subunit binding (GO:0043024)	1/17	0.47007081463206796	0.7750665940254499	0	0	1.6436987704918034	1.2407820569697736	EIF4B
alcohol dehydrogenase (NADP+) activity (GO:0008106)	1/17	0.47007081463206796	0.7750665940254499	0	0	1.6436987704918034	1.2407820569697736	AKR1C1
sulfuric ester hydrolase activity (GO:0008484)	1/17	0.47007081463206796	0.7750665940254499	0	0	1.6436987704918034	1.2407820569697736	IDS
glutamate receptor binding (GO:0035254)	1/17	0.47007081463206796	0.7750665940254499	0	0	1.6436987704918034	1.2407820569697736	SHANK3
MHC class II protein complex binding (GO:0023026)	1/17	0.47007081463206796	0.7750665940254499	0	0	1.6436987704918034	1.2407820569697736	HLA-DRB1
DNA polymerase binding (GO:0070182)	1/18	0.48950920003266835	0.8044267853870183	0	0	1.5469302475088396	1.1050527508707135	POLG2
single-stranded RNA binding (GO:0003727)	2/45	0.4948944117430071	0.8105745680707723	0	0	1.2231730983361435	0.8603932273021426	DDX58;EIF4B
RNA methyltransferase activity (GO:0008173)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	HENMT1
ankyrin binding (GO:0030506)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	OBSCN
calcium activated cation channel activity (GO:0005227)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	TMEM63A
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	CDADC1
ligand-gated calcium channel activity (GO:0099604)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	RYR3
phosphatidic acid binding (GO:0070300)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	RAPGEF2
phosphatidylinositol 3-kinase regulator activity (GO:0035014)	1/19	0.5082354991574412	0.8135068217033068	0	0	1.4609137826350942	0.9887615799483223	SOCS2
protein tyrosine phosphatase activity (GO:0004725)	3/74	0.5128932859974749	0.8183054692451621	0	0	1.1110939610264325	0.7418635212682925	PTPRD;DUSP18;CDC14B
purine ribonucleoside triphosphate binding (GO:0035639)	17/460	0.5211358865848273	0.8236633376165975	0	0	1.0088906263793083	0.6575388688767829	ABCA2;RALA;ABCB1;DAPK1;ATL1;RHOH;CDC42BPA;GIMAP7;GNAI1;AKT3;RAB13;RAB38;BMPR1B;PFKM;MYH10;ABCG1;GBP4
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	3/75	0.5219520552482659	0.8236633376165975	0	0	1.0956050228310503	0.7123399736019137	ETNK1;IDNK;PGM2L1
acylglycerol O-acyltransferase activity (GO:0016411)	1/20	0.5262757633858585	0.8236633376165975	0	0	1.3839516824849007	0.8884000186060488	AGPAT4
antiporter activity (GO:0015297)	1/20	0.5262757633858585	0.8236633376165975	0	0	1.3839516824849007	0.8884000186060488	SLC25A30
zinc ion transmembrane transporter activity (GO:0005385)	1/20	0.5262757633858585	0.8236633376165975	0	0	1.3839516824849007	0.8884000186060488	SLC30A4
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	1/20	0.5262757633858585	0.8236633376165975	0	0	1.3839516824849007	0.8884000186060488	ALDH1A1
metal ion binding (GO:0046872)	19/517	0.528507746250684	0.8245389838657823	0	0	1.0029220523550786	0.6395612031369178	EXD2;ZNF330;EPHX2;LTBP4;CDC42BPA;PKD2;CDH9;RYR3;GNAI1;CDH7;BAIAP3;THBS3;PLSCR4;RAPGEF2;IDS;DSG2;MICU3;TPT1;FBN1
acetylation-dependent protein binding (GO:0140033)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	MLLT3
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	AVP
ephrin receptor binding (GO:0046875)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	EFNA1
excitatory extracellular ligand-gated ion channel activity (GO:0005231)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	CHRNA5
hormone receptor binding (GO:0051427)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	SOCS2
lysine-acetylated histone binding (GO:0070577)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	MLLT3
postsynaptic neurotransmitter receptor activity (GO:0098960)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	CHRNA5
pyridoxal phosphate binding (GO:0030170)	1/21	0.5436550925909192	0.8272282736028492	0	0	1.3146857923497268	0.8012224434499601	ACCS
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	7/190	0.5482098778769519	0.83159221474873	0	0	1.0054945882069577	0.6043998574370008	BEX1;TAL1;NRIP1;CRY1;NCOA7;HES1;DACT1
methyltransferase activity (GO:0008168)	2/50	0.5516189013608362	0.8321567797702648	0	0	1.0954742362061103	0.6516952867174274	HENMT1;AMT
bHLH transcription factor binding (GO:0043425)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	FHL2
GABA receptor activity (GO:0016917)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	GABBR1
peptidase activator activity (GO:0016504)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	APH1B
phospholipid transfer activity (GO:0120014)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	PRELID2
poly(A) binding (GO:0008143)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	RBPMS
poly(U) RNA binding (GO:0008266)	1/22	0.5603976691353507	0.8321567797702648	0	0	1.252016653655998	0.7250536412925842	ATXN1
inorganic cation transmembrane transporter activity (GO:0022890)	2/51	0.5624114681981754	0.8326392006657672	0	0	1.073061782852676	0.6175701774662383	TRPC1;PKD2
DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	12/333	0.5652281355153005	0.8343038048174944	0	0	0.9823324302954101	0.5604460444425402	ZNF594;ZNF770;MEIS1;HLF;MECOM;NFIA;PLAG1;GATA3;ERG;ZNF544;ZNF521;ZNF300
semaphorin receptor binding (GO:0030215)	1/23	0.5765267919621132	0.8409103799920764	0	0	1.1950447093889718	0.6581511158680328	SEMA3C
cyclic nucleotide binding (GO:0030551)	1/23	0.5765267919621132	0.8409103799920764	0	0	1.1950447093889718	0.6581511158680328	RAPGEF2
fibroblast growth factor receptor binding (GO:0005104)	1/23	0.5765267919621132	0.8409103799920764	0	0	1.1950447093889718	0.6581511158680328	FGF16
low-density lipoprotein particle receptor binding (GO:0050750)	1/23	0.5765267919621132	0.8409103799920764	0	0	1.1950447093889718	0.6581511158680328	HSPG2
transcription coregulator binding (GO:0001221)	2/53	0.5834332285162849	0.8453886659424424	0	0	1.0308736353638583	0.5554607613120778	THRB;RPL23
nuclear receptor coactivator activity (GO:0030374)	2/53	0.5834332285162849	0.8453886659424424	0	0	1.0308736353638583	0.5554607613120778	RBM14;NCOA7
ferrous iron binding (GO:0008198)	1/24	0.5920649087333872	0.8453886659424424	0	0	1.1430268472321217	0.599104956657185	EGLN3
methyl-CpG binding (GO:0008327)	1/24	0.5920649087333872	0.8453886659424424	0	0	1.1430268472321217	0.599104956657185	ZBTB38
iron ion binding (GO:0005506)	2/54	0.5936611944194166	0.8453886659424424	0	0	1.010996527412396	0.5271806028677892	EGLN3;SCD
pyrophosphatase activity (GO:0016462)	2/54	0.5936611944194166	0.8453886659424424	0	0	1.010996527412396	0.5271806028677892	NUDT11;NUDT10
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	41/1149	0.5947069227545669	0.8453886659424424	0	0	0.9710239247928883	0.5046280846937771	ZNF154;ZNF132;ZNF594;ZNF671;ZNF770;THRB;HLF;PLAG1;GATA3;BACH2;DACH1;MECOM;ZFP30;NRIP1;ZNF667;HES1;ZNF302;ZNF544;E2F5;ZNF521;ZNF300;ZKSCAN1;ZIK1;ZNF662;ZNF165;ZNF285;ZBTB38;ZNF181;NR1H3;PBX1;MEIS1;NFIA;TAL1;ZNF418;NFE2L3;ERG;ZNF852;ZNF334;ZNF135;ZNF354C;ZFP28
cis-regulatory region sequence-specific DNA binding (GO:0000987)	41/1149	0.5947069227545669	0.8453886659424424	0	0	0.9710239247928883	0.5046280846937771	ZNF154;ZNF132;ZNF594;ZNF671;ZNF770;THRB;HLF;PLAG1;GATA3;BACH2;DACH1;MECOM;ZFP30;NRIP1;ZNF667;HES1;ZNF302;ZNF544;E2F5;ZNF521;ZNF300;ZKSCAN1;ZIK1;ZNF662;ZNF165;ZNF285;ZBTB38;ZNF181;NR1H3;PBX1;MEIS1;NFIA;TAL1;ZNF418;NFE2L3;ERG;ZNF852;ZNF334;ZNF135;ZNF354C;ZFP28
calcium channel activity (GO:0005262)	3/84	0.5990688948160359	0.8453886659424424	0	0	0.9734145104008117	0.49875683326199927	CACNB2;TRPC1;PKD2
phosphatase binding (GO:0019902)	4/114	0.6052507000610898	0.8453886659424424	0	0	0.9555804963212371	0.4798089372980565	SH3YL1;CRY1;JAK3;DZIP3
bitter taste receptor activity (GO:0033038)	1/25	0.6070336465387923	0.8453886659424424	0	0	1.0953438069216759	0.5467639276185914	TAS2R5
chemorepellent activity (GO:0045499)	1/25	0.6070336465387923	0.8453886659424424	0	0	1.0953438069216759	0.5467639276185914	SEMA3C
FAD binding (GO:0071949)	1/25	0.6070336465387923	0.8453886659424424	0	0	1.0953438069216759	0.5467639276185914	CRY1
mRNA 5'-UTR binding (GO:0048027)	1/25	0.6070336465387923	0.8453886659424424	0	0	1.0953438069216759	0.5467639276185914	MYH10
poly-pyrimidine tract binding (GO:0008187)	1/25	0.6070336465387923	0.8453886659424424	0	0	1.0953438069216759	0.5467639276185914	ATXN1
